filename,species_label,species_name
7_16.jpg,19,Спирея
7_17.jpg,19,Спирея
7_18.jpg,19,Спирея
7_19.jpg,19,Спирея
7_20.jpg,19,Спирея
8_1.jpg,20,Пузыреплодник/калинолистный
8_2.jpg,20,Пузыреплодник/калинолистный
8_3.jpg,20,Пузыреплодник/калинолистный
8_4.jpg,20,Пузыреплодник/калинолистный
8_5.jpg,20,Пузыреплодник/калинолистный
8_6.jpg,20,Пузыреплодник/калинолистный
8_7.jpg,20,Пузыреплодник/калинолистный
8_8.jpg,20,Пузыреплодник/калинолистный
8_9.jpg,20,Пузыреплодник/калинолистный
8_10.jpg,20,Пузыреплодник/калинолистный
9_1.jpg,21,Карагана/древовидная
9_2.jpg,21,Карагана/древовидная
9_3.jpg,21,Карагана/древовидная
9_4.jpg,21,Карагана/древовидная
9_5.jpg,21,Карагана/древовидная
9_6.jpg,21,Карагана/древовидная
9_7.jpg,21,Карагана/древовидная
9_8.jpg,21,Карагана/древовидная
9_9.jpg,21,Карагана/древовидная
9_10.jpg,21,Карагана/древовидная
10_1.jpg,22,Сирень/обыкновенная
10_2.jpg,22,Сирень/обыкновенная
10_3.jpg,22,Сирень/обыкновенная
10_4.jpg,22,Сирень/обыкновенная
10_5.jpg,22,Сирень/обыкновенная
10_6.jpg,22,Сирень/обыкновенная
10_7.jpg,22,Сирень/обыкновенная
10_8.jpg,22,Сирень/обыкновенная
10_9.jpg,22,Сирень/обыкновенная
10_10.jpg,22,Сирень/обыкновенная
11_1.jpg,23,Чубушник
11_2.jpg,23,Чубушник
11_3.jpg,23,Чубушник
11_4.jpg,23,Чубушник
11_5.jpg,23,Чубушник
11_6.jpg,23,Чубушник
11_7.jpg,23,Чубушник
11_8.jpg,23,Чубушник
11_9.jpg,23,Чубушник
11_10.jpg,23,Чубушник
11_11.jpg,23,Чубушник
11_12.jpg,23,Чубушник
11_13.jpg,23,Чубушник
11_14.jpg,23,Чубушник
11_15.jpg,23,Чубушник
11_16.jpg,23,Чубушник
11_17.jpg,23,Чубушник
11_18.jpg,23,Чубушник
11_19.jpg,23,Чубушник
11_20.jpg,23,Чубушник
12_1.jpg,24,Вяз
12_2.jpg,24,Вяз
12_3.jpg,24,Вяз
12_4.jpg,24,Вяз
12_5.jpg,24,Вяз
12_6.jpg,24,Вяз
12_7.jpg,24,Вяз
12_8.jpg,24,Вяз
12_9.jpg,24,Вяз
12_10.jpg,24,Вяз
13_1.jpg,26,Ель
13_2.jpg,25,Сосна
13_3.jpg,25,Сосна
13_4.jpg,25,Сосна
13_5.jpg,26,Ель
13_6.jpg,25,Сосна
13_7.jpg,26,Ель
13_8.jpg,26,Ель
13_9.jpg,25,Сосна
13_10.jpg,25,Сосна
13_11.jpg,25,Сосна
13_12.jpg,26,Ель
13_14.jpg,26,Ель
13_15.jpg,26,Ель
13_16.jpg,26,Ель
13_17.jpg,26,Ель
13_18.jpg,25,Сосна
13_19.jpg,25,Сосна
13_20.jpg,25,Сосна
14_1.jpg,26,Ель
14_2.jpg,26,Ель
14_3.jpg,26,Ель
14_4.jpg,26,Ель
14_5.jpg,26,Ель
14_6.jpg,26,Ель
14_7.jpg,26,Ель
14_8.jpg,26,Ель
14_9.jpg,26,Ель
14_10.jpg,26,Ель
14_11.jpg,26,Ель
14_12.jpg,26,Ель
14_13.jpg,26,Ель
14_14.jpg,26,Ель
14_15.jpg,26,Ель
14_16.jpg,26,Ель
14_17.jpg,26,Ель
14_18.jpg,26,Ель
14_19.jpg,26,Ель
14_20.jpg,26,Ель
15_1.jpg,27,Дуб
15_2.jpg,27,Дуб
15_3.jpg,27,Дуб
15_3.jpg,27,Дуб
15_4.jpg,27,Дуб
15_5.jpg,27,Дуб
15_6.jpg,27,Дуб
15_7.jpg,27,Дуб
15_8.jpg,27,Дуб
15_9.jpg,27,Дуб
15_10.jpg,27,Дуб
15_11.jpg,27,Дуб
15_12.jpg,27,Дуб
15_13.jpg,27,Дуб
15_14.jpg,27,Дуб
15_15.jpg,27,Дуб
15_16.jpg,27,Дуб
15_17.jpg,27,Дуб
15_19.jpg,27,Дуб
16_1.jpg,28,Ясень
16_2.jpg,28,Ясень
16_3.jpg,28,Ясень
16_4.jpg,28,Ясень
16_5.jpg,28,Ясень
16_6.jpg,28,Ясень
16_7.jpg,28,Ясень
16_8.jpg,28,Ясень
16_9.jpg,28,Ясень
16_10.jpg,28,Ясень
17_1.jpg,29,Липа
17_2.jpg,29,Липа
17_3.jpg,29,Липа
17_4.jpg,29,Липа
17_5.jpg,29,Липа
17_6.jpg,29,Липа
17_7.jpg,29,Липа
17_8.jpg,29,Липа
17_9.jpg,29,Липа
17_10.jpg,29,Липа
18_1.jpg,30,Осина
18_2.jpg,30,Осина
18_3.jpg,30,Осина
18_4.jpg,30,Осина
18_5.jpg,30,Осина
18_6.jpg,30,Осина
18_7.jpg,30,Осина
18_8.jpg,30,Осина
18_9.jpg,30,Осина
18_10.jpg,30,Осина
19_1.jpg,27,Клен
19_2.jpg,27,Клен
19_3.jpg,27,Клен
19_4.jpg,27,Клен
19_5.jpg,27,Клен
19_6.jpg,27,Клен
19_7.jpg,27,Клен
19_8.jpg,27,Клен
19_9.jpg,27,Клен
19_10.jpg,27,Клен
20_1.jpg,32,Ива
20_2.jpg,32,Ива
20_3.jpg,32,Ива
20_4.jpg,32,Ива
20_5.jpg,32,Ива
20_6.jpg,32,Ива
20_7.jpg,32,Ива
20_8.jpg,32,Ива
20_9.jpg,32,Ива
20_10.jpg,32,Ива
21_1.jpg,33,Каштан
21_2.jpg,33,Каштан
21_3.jpg,33,Каштан
21_4.jpg,33,Каштан
21_5.jpg,33,Каштан
21_6.jpg,33,Каштан
21_7.jpg,33,Каштан
21_8.jpg,33,Каштан
21_9.jpg,33,Каштан
21_10.jpg,33,Каштан
22_1.jpg,34,Рябина
22_2.jpg,34,Рябина
22_3.jpg,34,Рябина
22_4.jpg,34,Рябина
22_5.jpg,34,Рябина
22_6.jpg,34,Рябина
22_7.jpg,34,Рябина
22_8.jpg,34,Рябина
22_9.jpg,34,Рябина
22_10.jpg,34,Рябина
23_1.jpg,35,Лапчатка
23_2.jpg,35,Лапчатка
23_3.jpg,35,Лапчатка
23_4.jpg,35,Лапчатка
23_5.jpg,35,Лапчатка
23_6.jpg,35,Лапчатка
23_7.jpg,35,Лапчатка
23_8.jpg,35,Лапчатка
23_9.jpg,35,Лапчатка
23_10.jpg,35,Лапчатка
24_1.jpg,36,Лиственница
24_2.jpg,36,Лиственница
24_3.jpg,36,Лиственница
24_4.jpg,36,Лиственница
24_5.jpg,36,Лиственница
24_6.jpg,36,Лиственница
24_7.jpg,36,Лиственница
24_8.jpg,36,Лиственница
24_9.jpg,36,Лиственница
24_10.jpg,36,Лиственница
24_11.jpg,36,Лиственница
24_12.jpg,36,Лиственница
24_13.jpg,36,Лиственница
24_14.jpg,36,Лиственница
24_16.jpg,36,Лиственница
24_17.jpg,36,Лиственница
24_18.jpg,36,Лиственница
24_19.jpg,36,Лиственница
24_20.jpg,36,Лиственница
25_1.jpg,37,Клен
25_2.jpg,37,Клен
25_3.jpg,37,Клен
25_4.jpg,37,Клен
25_5.jpg,37,Клен
25_6.jpg,37,Клен
25_7.jpg,37,Клен
25_8.jpg,37,Клен
25_9.jpg,37,Клен
25_10.jpg,37,Клен
26_1.jpg,40,Туя
26_2.jpg,40,Туя
26_3.jpg,40,Туя
26_4.jpg,40,Туя
26_5.jpg,40,Туя
26_6.jpg,40,Туя
26_7.jpg,40,Туя
26_8.jpg,38,Можжевельник
26_9.jpg,38,Можжевельник
26_10.jpg,38,Можжевельник
27_1.jpg,39,Сосна/(кустарниковая_форма)
27_2.jpg,39,Сосна/(кустарниковая_форма)
27_3.jpg,39,Сосна/(кустарниковая_форма)
27_4.jpg,39,Сосна/(кустарниковая_форма)
27_5.jpg,39,Сосна/(кустарниковая_форма)
27_6.jpg,39,Сосна/(кустарниковая_форма)
27_7.jpg,39,Сосна/(кустарниковая_форма)
27_8.jpg,39,Сосна/(кустарниковая_форма)
27_9.jpg,39,Сосна/(кустарниковая_форма)
27_10.jpg,39,Сосна/(кустарниковая_форма)
28_1.jpg,40,Туя
28_2.jpg,40,Туя
28_3.jpg,40,Туя
28_4.jpg,40,Туя
28_5.jpg,40,Туя
28_6.jpg,40,Туя
28_7.jpg,40,Туя
28_8.jpg,40,Туя
28_9.jpg,40,Туя
28_10.jpg,40,Туя
